,gene_id,gene_name,Type
DLG1,ENSG00000075711,DLG1,Gene Expression
SDHAP4,ENSG00000291091,SDHAP4,Gene Expression
RUBCN,ENSG00000145016,RUBCN,Gene Expression
FYTTD1,ENSG00000122068,FYTTD1,Gene Expression
LRCH3,ENSG00000186001,LRCH3,Gene Expression
IQCG,ENSG00000114473,IQCG,Gene Expression
RPL35A,ENSG00000182899,RPL35A,Gene Expression
LMLN,ENSG00000185621,LMLN,Gene Expression
ENSG00000286755,ENSG00000286755,ENSG00000286755,Gene Expression
ANKRD18DP,ENSG00000291192,ANKRD18DP,Gene Expression
ENSG00000290937,ENSG00000290937,ENSG00000290937,Gene Expression
ZNF595,ENSG00000272602,ZNF595,Gene Expression
ZNF718,ENSG00000250312,ZNF718,Gene Expression
ZNF876P,ENSG00000290382,ZNF876P,Gene Expression
ZNF721,ENSG00000182903,ZNF721,Gene Expression
PIGG,ENSG00000174227,PIGG,Gene Expression
ENSG00000283183,ENSG00000283183,ENSG00000283183,Gene Expression
ATP5ME,ENSG00000169020,ATP5ME,Gene Expression
MYL5,ENSG00000215375,MYL5,Gene Expression
PCGF3,ENSG00000185619,PCGF3,Gene Expression
PCGF3-AS1,ENSG00000249592,PCGF3-AS1,Gene Expression
GAK,ENSG00000178950,GAK,Gene Expression
TMEM175,ENSG00000127419,TMEM175,Gene Expression
DGKQ,ENSG00000145214,DGKQ,Gene Expression
SLC26A1,ENSG00000145217,SLC26A1,Gene Expression
IDUA,ENSG00000127415,IDUA,Gene Expression
FGFRL1,ENSG00000127418,FGFRL1,Gene Expression
SPON2,ENSG00000159674,SPON2,Gene Expression
CTBP1-AS,ENSG00000280927,CTBP1-AS,Gene Expression
CTBP1,ENSG00000159692,CTBP1,Gene Expression
CTBP1-DT,ENSG00000196810,CTBP1-DT,Gene Expression
MAEA,ENSG00000090316,MAEA,Gene Expression
UVSSA,ENSG00000163945,UVSSA,Gene Expression
ENSG00000244459,ENSG00000244459,ENSG00000244459,Gene Expression
FAM53A,ENSG00000174137,FAM53A,Gene Expression
SLBP,ENSG00000163950,SLBP,Gene Expression
TACC3,ENSG00000013810,TACC3,Gene Expression
TMEM129,ENSG00000168936,TMEM129,Gene Expression
FGFR3,ENSG00000068078,FGFR3,Gene Expression
LETM1,ENSG00000168924,LETM1,Gene Expression
NSD2,ENSG00000109685,NSD2,Gene Expression
NELFA,ENSG00000185049,NELFA,Gene Expression
C4orf48,ENSG00000243449,C4orf48,Gene Expression
POLN,ENSG00000130997,POLN,Gene Expression
HAUS3,ENSG00000214367,HAUS3,Gene Expression
MXD4,ENSG00000123933,MXD4,Gene Expression
ZFYVE28,ENSG00000159733,ZFYVE28,Gene Expression
RNF4,ENSG00000063978,RNF4,Gene Expression
FAM193A,ENSG00000125386,FAM193A,Gene Expression
TNIP2,ENSG00000168884,TNIP2,Gene Expression
SH3BP2,ENSG00000087266,SH3BP2,Gene Expression
ADD1,ENSG00000087274,ADD1,Gene Expression
MFSD10,ENSG00000109736,MFSD10,Gene Expression
NOP14-AS1,ENSG00000249673,NOP14-AS1,Gene Expression
NOP14,ENSG00000087269,NOP14,Gene Expression
GRK4,ENSG00000125388,GRK4,Gene Expression
HTT,ENSG00000197386,HTT,Gene Expression
RGS12,ENSG00000159788,RGS12,Gene Expression
LRPAP1,ENSG00000163956,LRPAP1,Gene Expression
FAM86EP,ENSG00000290374,FAM86EP,Gene Expression
TMEM128,ENSG00000132406,TMEM128,Gene Expression
ENSG00000289032,ENSG00000289032,ENSG00000289032,Gene Expression
LYAR,ENSG00000145220,LYAR,Gene Expression
ZBTB49,ENSG00000168826,ZBTB49,Gene Expression
STX18,ENSG00000168818,STX18,Gene Expression
STX18-AS1,ENSG00000247708,STX18-AS1,Gene Expression
MSX1,ENSG00000163132,MSX1,Gene Expression
EVC2,ENSG00000173040,EVC2,Gene Expression
EVC,ENSG00000072840,EVC,Gene Expression
PPP2R2C,ENSG00000074211,PPP2R2C,Gene Expression
MAN2B2,ENSG00000013288,MAN2B2,Gene Expression
MRFAP1,ENSG00000179010,MRFAP1,Gene Expression
LINC02482,ENSG00000251580,LINC02482,Gene Expression
ENSG00000170846,ENSG00000170846,ENSG00000170846,Gene Expression
S100P,ENSG00000163993,S100P,Gene Expression
MRFAP1L1,ENSG00000178988,MRFAP1L1,Gene Expression
BLOC1S4,ENSG00000186222,BLOC1S4,Gene Expression
ENSG00000287331,ENSG00000287331,ENSG00000287331,Gene Expression
KIAA0232,ENSG00000170871,KIAA0232,Gene Expression
TBC1D14,ENSG00000132405,TBC1D14,Gene Expression
ENSG00000287104,ENSG00000287104,ENSG00000287104,Gene Expression
TADA2B,ENSG00000173011,TADA2B,Gene Expression
GRPEL1,ENSG00000109519,GRPEL1,Gene Expression
AFAP1-AS1,ENSG00000272620,AFAP1-AS1,Gene Expression
AFAP1,ENSG00000196526,AFAP1,Gene Expression
HTRA3,ENSG00000170801,HTRA3,Gene Expression
ACOX3,ENSG00000087008,ACOX3,Gene Expression
TRMT44,ENSG00000155275,TRMT44,Gene Expression
WDR1,ENSG00000071127,WDR1,Gene Expression
ZNF518B,ENSG00000178163,ZNF518B,Gene Expression
RAB28,ENSG00000157869,RAB28,Gene Expression
BOD1L1,ENSG00000038219,BOD1L1,Gene Expression
LINC00504,ENSG00000248360,LINC00504,Gene Expression
CPEB2,ENSG00000137449,CPEB2,Gene Expression
C1QTNF7-AS1,ENSG00000249252,C1QTNF7-AS1,Gene Expression
CC2D2A,ENSG00000048342,CC2D2A,Gene Expression
FBXL5,ENSG00000118564,FBXL5,Gene Expression
FAM200B,ENSG00000237765,FAM200B,Gene Expression
TAPT1,ENSG00000169762,TAPT1,Gene Expression
TAPT1-AS1,ENSG00000263327,TAPT1-AS1,Gene Expression
QDPR,ENSG00000151552,QDPR,Gene Expression
LAP3,ENSG00000002549,LAP3,Gene Expression
MED28,ENSG00000118579,MED28,Gene Expression
DCAF16,ENSG00000163257,DCAF16,Gene Expression
NCAPG,ENSG00000109805,NCAPG,Gene Expression
LCORL,ENSG00000178177,LCORL,Gene Expression
ENSG00000286046,ENSG00000286046,ENSG00000286046,Gene Expression
ENSG00000248515,ENSG00000248515,ENSG00000248515,Gene Expression
SLIT2,ENSG00000145147,SLIT2,Gene Expression
PACRGL,ENSG00000163138,PACRGL,Gene Expression
GBA3,ENSG00000249948,GBA3,Gene Expression
ENSG00000248837,ENSG00000248837,ENSG00000248837,Gene Expression
ENSG00000250137,ENSG00000250137,ENSG00000250137,Gene Expression
DHX15,ENSG00000109606,DHX15,Gene Expression
SOD3,ENSG00000109610,SOD3,Gene Expression
SEPSECS,ENSG00000109618,SEPSECS,Gene Expression
SEPSECS-AS1,ENSG00000281501,SEPSECS-AS1,Gene Expression
PI4K2B,ENSG00000038210,PI4K2B,Gene Expression
ZCCHC4,ENSG00000168228,ZCCHC4,Gene Expression
ANAPC4,ENSG00000053900,ANAPC4,Gene Expression
SEL1L3,ENSG00000091490,SEL1L3,Gene Expression
SMIM20,ENSG00000250317,SMIM20,Gene Expression
RBPJ,ENSG00000168214,RBPJ,Gene Expression
TBC1D19,ENSG00000109680,TBC1D19,Gene Expression
STIM2,ENSG00000109689,STIM2,Gene Expression
ENSG00000251410,ENSG00000251410,ENSG00000251410,Gene Expression
ENSG00000251434,ENSG00000251434,ENSG00000251434,Gene Expression
LINC02506,ENSG00000251129,LINC02506,Gene Expression
ENSG00000250954,ENSG00000250954,ENSG00000250954,Gene Expression
LINC02484,ENSG00000248685,LINC02484,Gene Expression
LINC02505,ENSG00000248215,LINC02505,Gene Expression
LINC02616,ENSG00000261761,LINC02616,Gene Expression
RELL1,ENSG00000181826,RELL1,Gene Expression
PGM2,ENSG00000169299,PGM2,Gene Expression
TBC1D1,ENSG00000065882,TBC1D1,Gene Expression
KLF3-AS1,ENSG00000231160,KLF3-AS1,Gene Expression
KLF3,ENSG00000109787,KLF3,Gene Expression
FAM114A1,ENSG00000197712,FAM114A1,Gene Expression
TMEM156,ENSG00000121895,TMEM156,Gene Expression
KLHL5,ENSG00000109790,KLHL5,Gene Expression
WDR19,ENSG00000157796,WDR19,Gene Expression
RFC1,ENSG00000035928,RFC1,Gene Expression
RPL9,ENSG00000163682,RPL9,Gene Expression
LIAS,ENSG00000121897,LIAS,Gene Expression
UGDH,ENSG00000109814,UGDH,Gene Expression
UGDH-AS1,ENSG00000249348,UGDH-AS1,Gene Expression
SMIM14,ENSG00000163683,SMIM14,Gene Expression
UBE2K,ENSG00000078140,UBE2K,Gene Expression
PDS5A,ENSG00000121892,PDS5A,Gene Expression
N4BP2,ENSG00000078177,N4BP2,Gene Expression
RHOH,ENSG00000168421,RHOH,Gene Expression
RBM47,ENSG00000163694,RBM47,Gene Expression
APBB2,ENSG00000163697,APBB2,Gene Expression
TMEM33,ENSG00000109133,TMEM33,Gene Expression
SLC30A9,ENSG00000014824,SLC30A9,Gene Expression
GUF1,ENSG00000151806,GUF1,Gene Expression
GNPDA2,ENSG00000163281,GNPDA2,Gene Expression
GABRG1,ENSG00000163285,GABRG1,Gene Expression
COX7B2,ENSG00000170516,COX7B2,Gene Expression
COMMD8,ENSG00000169019,COMMD8,Gene Expression
ATP10D,ENSG00000145246,ATP10D,Gene Expression
NFXL1,ENSG00000170448,NFXL1,Gene Expression
CNGA1,ENSG00000198515,CNGA1,Gene Expression
TXK,ENSG00000074966,TXK,Gene Expression
TEC,ENSG00000135605,TEC,Gene Expression
SLAIN2,ENSG00000109171,SLAIN2,Gene Expression
SLC10A4,ENSG00000145248,SLC10A4,Gene Expression
FRYL,ENSG00000075539,FRYL,Gene Expression
OCIAD1,ENSG00000109180,OCIAD1,Gene Expression
DCUN1D4,ENSG00000109184,DCUN1D4,Gene Expression
USP46,ENSG00000109189,USP46,Gene Expression
USP46-DT,ENSG00000248866,USP46-DT,Gene Expression
DANCR,ENSG00000226950,DANCR,Gene Expression
LINC01618,ENSG00000250302,LINC01618,Gene Expression
ERVMER34-1,ENSG00000226887,ERVMER34-1,Gene Expression
SCFD2,ENSG00000184178,SCFD2,Gene Expression
FIP1L1,ENSG00000145216,FIP1L1,Gene Expression
LNX1,ENSG00000072201,LNX1,Gene Expression
CHIC2,ENSG00000109220,CHIC2,Gene Expression
KIT,ENSG00000157404,KIT,Gene Expression
SRD5A3,ENSG00000128039,SRD5A3,Gene Expression
TMEM165,ENSG00000134851,TMEM165,Gene Expression
CLOCK,ENSG00000134852,CLOCK,Gene Expression
PDCL2,ENSG00000163440,PDCL2,Gene Expression
NMU,ENSG00000109255,NMU,Gene Expression
EXOC1L,ENSG00000250821,EXOC1L,Gene Expression
EXOC1,ENSG00000090989,EXOC1,Gene Expression
CEP135,ENSG00000174799,CEP135,Gene Expression
AASDH,ENSG00000157426,AASDH,Gene Expression
ENSG00000269921,ENSG00000269921,ENSG00000269921,Gene Expression
PPAT,ENSG00000128059,PPAT,Gene Expression
PAICS,ENSG00000128050,PAICS,Gene Expression
ENSG00000289393,ENSG00000289393,ENSG00000289393,Gene Expression
SRP72,ENSG00000174780,SRP72,Gene Expression
THEGL,ENSG00000249693,THEGL,Gene Expression
REST,ENSG00000084093,REST,Gene Expression
NOA1,ENSG00000084092,NOA1,Gene Expression
POLR2B,ENSG00000047315,POLR2B,Gene Expression
ENSG00000249413,ENSG00000249413,ENSG00000249413,Gene Expression
ENSG00000250075,ENSG00000250075,ENSG00000250075,Gene Expression
CENPC,ENSG00000145241,CENPC,Gene Expression
UBA6,ENSG00000033178,UBA6,Gene Expression
UBA6-DT,ENSG00000248049,UBA6-DT,Gene Expression
YTHDC1,ENSG00000083896,YTHDC1,Gene Expression
UGT2B7,ENSG00000171234,UGT2B7,Gene Expression
UTP3,ENSG00000132467,UTP3,Gene Expression
RUFY3,ENSG00000018189,RUFY3,Gene Expression
GRSF1,ENSG00000132463,GRSF1,Gene Expression
ENSG00000289019,ENSG00000289019,ENSG00000289019,Gene Expression
MOB1B,ENSG00000173542,MOB1B,Gene Expression
DCK,ENSG00000156136,DCK,Gene Expression
SLC4A4,ENSG00000080493,SLC4A4,Gene Expression
NPFFR2,ENSG00000056291,NPFFR2,Gene Expression
ADAMTS3,ENSG00000156140,ADAMTS3,Gene Expression
COX18,ENSG00000163626,COX18,Gene Expression
ANKRD17,ENSG00000132466,ANKRD17,Gene Expression
ANKRD17-DT,ENSG00000250220,ANKRD17-DT,Gene Expression
AFP,ENSG00000081051,AFP,Gene Expression
CXCL3,ENSG00000163734,CXCL3,Gene Expression
CXCL2,ENSG00000081041,CXCL2,Gene Expression
MTHFD2L,ENSG00000163738,MTHFD2L,Gene Expression
AREG,ENSG00000109321,AREG,Gene Expression
RCHY1,ENSG00000163743,RCHY1,Gene Expression
THAP6,ENSG00000174796,THAP6,Gene Expression
G3BP2,ENSG00000138757,G3BP2,Gene Expression
USO1,ENSG00000138768,USO1,Gene Expression
NAAA,ENSG00000138744,NAAA,Gene Expression
SDAD1,ENSG00000198301,SDAD1,Gene Expression
ART3,ENSG00000156219,ART3,Gene Expression
CXCL11,ENSG00000169248,CXCL11,Gene Expression
NUP54,ENSG00000138750,NUP54,Gene Expression
ENSG00000286074,ENSG00000286074,ENSG00000286074,Gene Expression
SCARB2,ENSG00000138760,SCARB2,Gene Expression
ENSG00000289586,ENSG00000289586,ENSG00000289586,Gene Expression
SEPTIN11,ENSG00000138758,SEPTIN11,Gene Expression
CCNI,ENSG00000118816,CCNI,Gene Expression
CCNG2,ENSG00000138764,CCNG2,Gene Expression
CNOT6L,ENSG00000138767,CNOT6L,Gene Expression
MRPL1,ENSG00000169288,MRPL1,Gene Expression
ANXA3,ENSG00000138772,ANXA3,Gene Expression
LINC01094,ENSG00000251442,LINC01094,Gene Expression
ENSG00000287632,ENSG00000287632,ENSG00000287632,Gene Expression
BMP2K,ENSG00000138756,BMP2K,Gene Expression
PAQR3,ENSG00000163291,PAQR3,Gene Expression
LINC01088,ENSG00000249307,LINC01088,Gene Expression
NAA11,ENSG00000156269,NAA11,Gene Expression
ANTXR2,ENSG00000163297,ANTXR2,Gene Expression
RASGEF1B,ENSG00000138670,RASGEF1B,Gene Expression
HNRNPD,ENSG00000138668,HNRNPD,Gene Expression
HNRNPD-DT,ENSG00000272677,HNRNPD-DT,Gene Expression
HNRNPDL,ENSG00000152795,HNRNPDL,Gene Expression
ENOPH1,ENSG00000145293,ENOPH1,Gene Expression
SEC31A,ENSG00000138674,SEC31A,Gene Expression
THAP9-AS1,ENSG00000251022,THAP9-AS1,Gene Expression
THAP9,ENSG00000168152,THAP9,Gene Expression
LIN54,ENSG00000189308,LIN54,Gene Expression
COPS4,ENSG00000138663,COPS4,Gene Expression
COQ2,ENSG00000173085,COQ2,Gene Expression
HPSE,ENSG00000173083,HPSE,Gene Expression
HELQ,ENSG00000163312,HELQ,Gene Expression
MRPS18C,ENSG00000163319,MRPS18C,Gene Expression
ABRAXAS1,ENSG00000163322,ABRAXAS1,Gene Expression
GPAT3,ENSG00000138678,GPAT3,Gene Expression
LINC02994,ENSG00000250546,LINC02994,Gene Expression
WDFY3,ENSG00000163625,WDFY3,Gene Expression
WDFY3-AS2,ENSG00000180769,WDFY3-AS2,Gene Expression
ARHGAP24,ENSG00000138639,ARHGAP24,Gene Expression
ENSG00000284968,ENSG00000284968,ENSG00000284968,Gene Expression
AFF1,ENSG00000172493,AFF1,Gene Expression
KLHL8,ENSG00000145332,KLHL8,Gene Expression
HSD17B11,ENSG00000198189,HSD17B11,Gene Expression
NUDT9,ENSG00000170502,NUDT9,Gene Expression
PPM1K,ENSG00000163644,PPM1K,Gene Expression
HERC3,ENSG00000138641,HERC3,Gene Expression
NAP1L5,ENSG00000177432,NAP1L5,Gene Expression
FAM13A,ENSG00000138640,FAM13A,Gene Expression
TIGD2,ENSG00000180346,TIGD2,Gene Expression
ENSG00000251095,ENSG00000251095,ENSG00000251095,Gene Expression
SNCA,ENSG00000145335,SNCA,Gene Expression
ENSG00000287392,ENSG00000287392,ENSG00000287392,Gene Expression
GRID2,ENSG00000152208,GRID2,Gene Expression
SMARCAD1,ENSG00000163104,SMARCAD1,Gene Expression
PDLIM5,ENSG00000163110,PDLIM5,Gene Expression
LINC02267,ENSG00000248510,LINC02267,Gene Expression
RAP1GDS1,ENSG00000138698,RAP1GDS1,Gene Expression
TSPAN5,ENSG00000168785,TSPAN5,Gene Expression
EIF4E,ENSG00000151247,EIF4E,Gene Expression
METAP1,ENSG00000164024,METAP1,Gene Expression
ADH5,ENSG00000197894,ADH5,Gene Expression
ENSG00000246090,ENSG00000246090,ENSG00000246090,Gene Expression
TRMT10A,ENSG00000145331,TRMT10A,Gene Expression
DAPP1,ENSG00000070190,DAPP1,Gene Expression
LAMTOR3,ENSG00000109270,LAMTOR3,Gene Expression
DNAJB14,ENSG00000164031,DNAJB14,Gene Expression
H2AZ1,ENSG00000164032,H2AZ1,Gene Expression
PPP3CA,ENSG00000138814,PPP3CA,Gene Expression
FLJ20021,ENSG00000254531,FLJ20021,Gene Expression
BANK1,ENSG00000153064,BANK1,Gene Expression
SLC39A8,ENSG00000138821,SLC39A8,Gene Expression
ENSG00000248161,ENSG00000248161,ENSG00000248161,Gene Expression
NFKB1,ENSG00000109320,NFKB1,Gene Expression
MANBA,ENSG00000109323,MANBA,Gene Expression
UBE2D3,ENSG00000109332,UBE2D3,Gene Expression
UBE2D3-AS1,ENSG00000246560,UBE2D3-AS1,Gene Expression
CISD2,ENSG00000145354,CISD2,Gene Expression
SLC9B1,ENSG00000164037,SLC9B1,Gene Expression
SLC9B2,ENSG00000164038,SLC9B2,Gene Expression
BDH2,ENSG00000164039,BDH2,Gene Expression
CENPE,ENSG00000138778,CENPE,Gene Expression
LINC02428,ENSG00000248740,LINC02428,Gene Expression
TET2,ENSG00000168769,TET2,Gene Expression
PPA2,ENSG00000138777,PPA2,Gene Expression
INTS12,ENSG00000138785,INTS12,Gene Expression
GSTCD,ENSG00000138780,GSTCD,Gene Expression
TBCK,ENSG00000145348,TBCK,Gene Expression
AIMP1,ENSG00000164022,AIMP1,Gene Expression
PAPSS1,ENSG00000138801,PAPSS1,Gene Expression
CYP2U1-AS1,ENSG00000245293,CYP2U1-AS1,Gene Expression
HADH,ENSG00000138796,HADH,Gene Expression
LEF1,ENSG00000138795,LEF1,Gene Expression
LEF1-AS1,ENSG00000232021,LEF1-AS1,Gene Expression
RPL34-DT,ENSG00000234492,RPL34-DT,Gene Expression
RPL34,ENSG00000109475,RPL34,Gene Expression
OSTC,ENSG00000198856,OSTC,Gene Expression
COL25A1,ENSG00000188517,COL25A1,Gene Expression
SEC24B-AS1,ENSG00000247950,SEC24B-AS1,Gene Expression
SEC24B,ENSG00000138802,SEC24B,Gene Expression
MCUB,ENSG00000005059,MCUB,Gene Expression
CASP6,ENSG00000138794,CASP6,Gene Expression
PLA2G12A,ENSG00000123739,PLA2G12A,Gene Expression
CFI,ENSG00000205403,CFI,Gene Expression
GAR1-DT,ENSG00000272795,GAR1-DT,Gene Expression
GAR1,ENSG00000109534,GAR1,Gene Expression
EGF,ENSG00000138798,EGF,Gene Expression
ELOVL6,ENSG00000170522,ELOVL6,Gene Expression
LINC02945,ENSG00000249815,LINC02945,Gene Expression
FAM241A,ENSG00000174749,FAM241A,Gene Expression
AP1AR,ENSG00000138660,AP1AR,Gene Expression
TIFA,ENSG00000145365,TIFA,Gene Expression
ALPK1,ENSG00000073331,ALPK1,Gene Expression
ZGRF1,ENSG00000138658,ZGRF1,Gene Expression
LARP7,ENSG00000174720,LARP7,Gene Expression
ANK2,ENSG00000145362,ANK2,Gene Expression
UGT8,ENSG00000174607,UGT8,Gene Expression
SNHG8,ENSG00000269893,SNHG8,Gene Expression
ENSG00000291201,ENSG00000291201,ENSG00000291201,Gene Expression
METTL14,ENSG00000145388,METTL14,Gene Expression
SEC24D,ENSG00000150961,SEC24D,Gene Expression
MYOZ2,ENSG00000172399,MYOZ2,Gene Expression
USP53,ENSG00000145390,USP53,Gene Expression
C4orf3,ENSG00000164096,C4orf3,Gene Expression
ENSG00000291202,ENSG00000291202,ENSG00000291202,Gene Expression
ENSG00000291203,ENSG00000291203,ENSG00000291203,Gene Expression
PDE5A,ENSG00000138735,PDE5A,Gene Expression
MAD2L1,ENSG00000164109,MAD2L1,Gene Expression
MAD2L1-DT,ENSG00000250938,MAD2L1-DT,Gene Expression
ANXA5,ENSG00000164111,ANXA5,Gene Expression
EXOSC9,ENSG00000123737,EXOSC9,Gene Expression
CCNA2,ENSG00000145386,CCNA2,Gene Expression
BBS7,ENSG00000138686,BBS7,Gene Expression
BLTP1,ENSG00000138688,BLTP1,Gene Expression
BBS12,ENSG00000181004,BBS12,Gene Expression
FGF2,ENSG00000138685,FGF2,Gene Expression
NUDT6,ENSG00000170917,NUDT6,Gene Expression
SPATA5,ENSG00000145375,SPATA5,Gene Expression
LINC01091,ENSG00000249464,LINC01091,Gene Expression
ANKRD50,ENSG00000151458,ANKRD50,Gene Expression
ENSG00000286251,ENSG00000286251,ENSG00000286251,Gene Expression
INTU,ENSG00000164066,INTU,Gene Expression
HSPA4L,ENSG00000164070,HSPA4L,Gene Expression
PLK4,ENSG00000142731,PLK4,Gene Expression
MFSD8,ENSG00000164073,MFSD8,Gene Expression
ABHD18,ENSG00000164074,ABHD18,Gene Expression
LARP1B,ENSG00000138709,LARP1B,Gene Expression
PGRMC2,ENSG00000164040,PGRMC2,Gene Expression
LINC02615,ENSG00000251432,LINC02615,Gene Expression
JADE1,ENSG00000077684,JADE1,Gene Expression
SCLT1,ENSG00000151466,SCLT1,Gene Expression
C4orf33,ENSG00000151470,C4orf33,Gene Expression
LINC02377,ENSG00000250102,LINC02377,Gene Expression
ENSG00000251598,ENSG00000251598,ENSG00000251598,Gene Expression
ENSG00000251388,ENSG00000251388,ENSG00000251388,Gene Expression
ENSG00000251199,ENSG00000251199,ENSG00000251199,Gene Expression
LINC02462,ENSG00000251291,LINC02462,Gene Expression
LINC02511,ENSG00000248869,LINC02511,Gene Expression
ENSG00000287144,ENSG00000287144,ENSG00000287144,Gene Expression
SLC7A11,ENSG00000151012,SLC7A11,Gene Expression
ENSG00000250501,ENSG00000250501,ENSG00000250501,Gene Expression
NOCT,ENSG00000151014,NOCT,Gene Expression
ELF2,ENSG00000109381,ELF2,Gene Expression
NDUFC1,ENSG00000109390,NDUFC1,Gene Expression
NAA15,ENSG00000164134,NAA15,Gene Expression
RAB33B-AS1,ENSG00000273247,RAB33B-AS1,Gene Expression
RAB33B,ENSG00000172007,RAB33B,Gene Expression
SETD7,ENSG00000145391,SETD7,Gene Expression
MGST2,ENSG00000085871,MGST2,Gene Expression
MAML3,ENSG00000196782,MAML3,Gene Expression
SCOC,ENSG00000153130,SCOC,Gene Expression
SCOC-AS1,ENSG00000196951,SCOC-AS1,Gene Expression
CLGN,ENSG00000153132,CLGN,Gene Expression
ELMOD2,ENSG00000179387,ELMOD2,Gene Expression
ZNF330,ENSG00000109445,ZNF330,Gene Expression
LINC02432,ENSG00000248810,LINC02432,Gene Expression
IL15,ENSG00000164136,IL15,Gene Expression
USP38-DT,ENSG00000250326,USP38-DT,Gene Expression
USP38,ENSG00000170185,USP38,Gene Expression
GAB1,ENSG00000109458,GAB1,Gene Expression
SMARCA5-AS1,ENSG00000245112,SMARCA5-AS1,Gene Expression
SMARCA5,ENSG00000153147,SMARCA5,Gene Expression
ENSG00000251600,ENSG00000251600,ENSG00000251600,Gene Expression
GYPE,ENSG00000197465,GYPE,Gene Expression
GYPB,ENSG00000250361,GYPB,Gene Expression
GYPA,ENSG00000170180,GYPA,Gene Expression
ANAPC10,ENSG00000164162,ANAPC10,Gene Expression
ABCE1,ENSG00000164163,ABCE1,Gene Expression
OTUD4,ENSG00000164164,OTUD4,Gene Expression
ZNF827,ENSG00000151612,ZNF827,Gene Expression
LSM6,ENSG00000164167,LSM6,Gene Expression
SLC10A7,ENSG00000120519,SLC10A7,Gene Expression
ENSG00000288998,ENSG00000288998,ENSG00000288998,Gene Expression
TMEM184C,ENSG00000164168,TMEM184C,Gene Expression
PRMT9,ENSG00000164169,PRMT9,Gene Expression
LRBA,ENSG00000198589,LRBA,Gene Expression
RPS3A,ENSG00000145425,RPS3A,Gene Expression
GATB,ENSG00000059691,GATB,Gene Expression
FBXW7,ENSG00000109670,FBXW7,Gene Expression
ENSG00000287555,ENSG00000287555,ENSG00000287555,Gene Expression
MIR4453HG,ENSG00000268471,MIR4453HG,Gene Expression
TMEM154,ENSG00000170006,TMEM154,Gene Expression
ARFIP1,ENSG00000164144,ARFIP1,Gene Expression
FHDC1,ENSG00000137460,FHDC1,Gene Expression
TRIM2,ENSG00000109654,TRIM2,Gene Expression
MND1,ENSG00000121211,MND1,Gene Expression
TMEM131L,ENSG00000121210,TMEM131L,Gene Expression
DCHS2,ENSG00000197410,DCHS2,Gene Expression
PLRG1,ENSG00000171566,PLRG1,Gene Expression
RBM46,ENSG00000151962,RBM46,Gene Expression
ENSG00000250604,ENSG00000250604,ENSG00000250604,Gene Expression
TMEM144,ENSG00000164124,TMEM144,Gene Expression
C4orf46,ENSG00000205208,C4orf46,Gene Expression
ETFDH,ENSG00000171503,ETFDH,Gene Expression
PPID,ENSG00000171497,PPID,Gene Expression
FNIP2,ENSG00000052795,FNIP2,Gene Expression
RAPGEF2,ENSG00000109756,RAPGEF2,Gene Expression
ENSG00000248431,ENSG00000248431,ENSG00000248431,Gene Expression
NAF1,ENSG00000145414,NAF1,Gene Expression
TMA16,ENSG00000198498,TMA16,Gene Expression
TRIM61,ENSG00000183439,TRIM61,Gene Expression
TMEM192,ENSG00000170088,TMEM192,Gene Expression
KLHL2,ENSG00000109466,KLHL2,Gene Expression
MSMO1,ENSG00000052802,MSMO1,Gene Expression
ENSG00000287424,ENSG00000287424,ENSG00000287424,Gene Expression
DDX60L,ENSG00000181381,DDX60L,Gene Expression
CBR4,ENSG00000145439,CBR4,Gene Expression
NEK1,ENSG00000137601,NEK1,Gene Expression
CLCN3,ENSG00000109572,CLCN3,Gene Expression
HPF1,ENSG00000056050,HPF1,Gene Expression
GALNTL6,ENSG00000174473,GALNTL6,Gene Expression
GALNT7-DT,ENSG00000245213,GALNT7-DT,Gene Expression
GALNT7,ENSG00000109586,GALNT7,Gene Expression
HMGB2,ENSG00000164104,HMGB2,Gene Expression
ENSG00000288728,ENSG00000288728,ENSG00000288728,Gene Expression
SAP30-DT,ENSG00000272870,SAP30-DT,Gene Expression
SAP30,ENSG00000164105,SAP30,Gene Expression
HAND2,ENSG00000164107,HAND2,Gene Expression
HAND2-AS1,ENSG00000237125,HAND2-AS1,Gene Expression
LINC02269,ENSG00000250708,LINC02269,Gene Expression
FBXO8,ENSG00000164117,FBXO8,Gene Expression
CEP44,ENSG00000164118,CEP44,Gene Expression
HPGD,ENSG00000164120,HPGD,Gene Expression
SPCS3-AS1,ENSG00000248980,SPCS3-AS1,Gene Expression
